N,P,K,Temperature,Humidity,pH,Rainfall,Label,Disease_Prone,Common_Disease(Fungal),Common_Disease(Bacterial),Common_Disease(Viral),Salinity_dS_m,Water_Requirement,Disease_Resistance_Score,Nutrient_Deficiency
46,16,53,15.3,67.0,6.9,375.4,Turmeric,No,None,None,None,0.62,402.9,6.7,None
25,31,10,22.3,76.0,6.69,167.2,Castor,Yes,None,None,None,3.23,224.9,6.9,Phosphorus
26,59,20,22.9,77.4,6.0,390.6,Fennel,No,None,None,Mosaic Virus,1.17,238.5,8.6,Potassium
88,44,32,32.3,34.3,5.84,330.3,Barley,No,Botrytis Blight,None,None,3.12,513.8,5.8,None
52,26,16,34.0,47.5,7.4,89.3,Soybean,No,Mildew,None,None,2.59,676.2,3.6,None
98,45,14,25.6,46.2,6.96,155.2,Chilly,No,Fusarium Rots,None,None,2.8,350.3,5.3,None
38,63,52,37.9,52.2,6.39,332.9,Mustard,Yes,None,Soft Rot,None,2.22,456.3,5.3,Nitrogen
120,77,38,24.3,77.2,6.37,172.0,Guar,No,None,None,None,2.94,136.4,3.6,None
94,19,42,18.1,49.4,6.27,244.7,Brinjal,No,None,None,None,1.0,393.2,8.9,Nitrogen
27,67,14,36.3,38.1,7.15,176.2,Jowar,Yes,Leaf Spot,None,None,3.33,239.7,6.1,None
119,61,24,20.1,45.1,6.38,55.0,Cumin,No,Powdery Mildew,None,None,2.94,755.1,3.0,None
99,73,26,15.9,60.7,6.86,181.4,Oat,No,None,None,None,3.49,282.9,5.7,Nitrogen
62,45,12,24.7,87.7,6.67,53.3,Amaranth,No,None,Citrus Cankers,None,2.52,522.6,1.1,None
87,18,82,28.2,45.5,7.12,318.3,Garlic,No,None,None,None,2.09,721.2,9.1,Phosphorus
52,59,26,27.2,71.9,7.27,261.8,Peas,Yes,Rust,None,None,1.02,582.0,9.7,Phosphorus
77,20,61,16.9,80.1,7.11,137.2,Sugarcane,No,None,None,None,2.21,333.4,9.5,Nitrogen
64,60,48,32.5,51.4,6.87,278.0,Peas,Yes,Botrytis Blight,None,None,2.52,288.2,9.0,None
94,43,57,39.1,57.7,6.48,204.7,Bajra,Yes,None,None,None,1.52,511.7,5.2,Potassium
103,33,65,36.1,55.4,7.08,77.3,Tomato,Yes,Rust,None,Tomato Spotted Wilt Virus,0.76,579.3,8.0,None
80,40,57,19.0,56.4,7.24,292.2,Onion,No,None,None,None,0.79,744.8,6.9,None
98,50,20,38.8,48.0,7.47,124.5,Turmeric,Yes,None,None,None,3.37,462.0,2.8,Potassium
91,31,21,39.1,53.6,5.59,359.7,Bitter Gourd,No,None,None,None,3.44,574.2,9.1,Potassium
98,22,74,18.8,52.8,6.76,271.4,Linseed,No,None,None,None,3.46,414.6,6.3,None
21,68,39,29.1,65.0,5.65,292.6,Linseed,No,None,None,Tomato Spotted Wilt Virus,1.49,704.4,1.2,Nitrogen
85,49,36,26.4,71.4,5.94,215.8,Mustard,No,None,None,None,3.01,244.8,1.6,Potassium
38,74,53,34.5,43.9,7.03,127.5,Onion,Yes,None,None,None,1.22,414.8,4.3,Nitrogen
21,68,25,16.1,47.7,6.82,91.0,Onion,No,None,None,None,3.46,388.0,1.1,None
53,13,33,36.0,71.4,5.74,347.4,Cabbage,Yes,Rhizoctonia Rots,None,None,2.11,316.1,9.9,Nitrogen
24,49,64,19.1,41.3,7.03,157.3,Oat,Yes,Fusarium Rots,Bacterial Canker,None,0.73,554.4,1.9,None
120,64,18,32.3,77.4,6.45,284.2,Onion,No,None,None,None,3.17,517.1,4.2,Phosphorus
35,27,45,30.8,37.2,6.39,298.8,Ragi,Yes,None,None,None,1.89,114.9,6.7,Nitrogen
26,38,45,29.4,39.7,6.59,292.7,Barley,No,None,None,None,2.11,793.5,2.0,Potassium
72,34,11,40.0,65.9,5.74,104.8,Jowar,No,None,None,None,0.99,747.9,6.1,Phosphorus
58,32,41,37.2,66.7,6.27,311.6,Tomato,Yes,None,None,None,1.89,107.6,9.9,Potassium
115,56,10,20.4,76.9,7.3,192.5,Coriander,No,None,None,None,3.27,166.9,1.1,None
21,76,34,20.1,82.7,7.49,289.2,Amaranth,No,None,None,None,0.94,145.7,6.6,None
40,76,63,32.4,48.1,7.27,174.4,Castor,Yes,None,None,None,0.91,366.2,4.4,Potassium
108,49,54,35.7,84.6,6.37,76.7,Cabbage,Yes,None,None,None,1.69,578.0,6.0,None
79,46,69,21.9,47.2,7.08,265.2,Potato,No,Rhizoctonia Rots,None,None,1.07,466.1,5.0,Nitrogen
41,19,18,15.6,44.7,6.68,123.3,Alfalfa,No,None,Wilt,None,1.57,389.8,4.7,Nitrogen
40,58,38,29.5,54.0,5.89,277.0,Turmeric,No,Blight,None,Mosaic,2.61,541.8,5.8,None
91,49,56,29.8,54.7,5.99,271.5,Cauliflower,Yes,None,None,None,2.12,604.2,4.8,Potassium
38,55,39,34.6,30.8,7.11,157.8,Peas,Yes,None,None,None,1.39,559.2,7.6,Nitrogen
82,67,79,29.3,44.7,7.02,232.4,Onion,Yes,None,None,None,0.96,664.3,9.0,Potassium
34,75,31,33.2,30.3,6.44,179.7,Cauliflower,Yes,Botrytis Blight,None,None,1.82,203.9,6.1,Nitrogen
34,57,70,32.9,46.3,6.4,81.4,Onion,Yes,None,Stewart's Wilt,None,1.41,561.3,1.3,Phosphorus
72,80,62,24.3,36.6,6.73,127.6,Bajra,Yes,None,None,None,2.59,752.9,7.1,None
81,19,64,21.1,72.2,6.15,210.1,Alfalfa,No,Blight,Stewart's Wilt,None,1.6,452.9,1.8,Phosphorus
117,44,60,31.0,43.7,6.72,361.5,Brinjal,No,None,None,None,3.02,679.3,3.3,Nitrogen
37,50,14,36.4,36.1,7.34,348.1,Maize,No,None,None,None,2.96,336.5,7.7,Nitrogen
59,78,70,34.9,63.7,6.71,324.2,Tomato,Yes,Mildew,Black Rot,None,1.44,186.0,7.8,Nitrogen
88,34,90,31.7,84.2,6.5,191.3,Paddy,No,Leaf Spot,None,None,2.42,202.0,8.4,Potassium
100,53,65,21.6,60.9,7.32,175.3,Garlic,No,None,None,None,1.07,343.6,4.0,Phosphorus
47,54,60,18.8,31.1,7.22,138.7,Peas,Yes,None,None,None,1.01,676.7,9.5,Potassium
82,63,60,15.1,67.3,6.97,300.6,Bajra,No,None,None,None,1.67,512.3,9.5,Phosphorus
86,80,58,34.9,76.8,7.25,224.7,Garlic,Yes,None,None,Cauliflower Mosaic Virus,2.44,737.7,5.3,Potassium
39,79,20,17.1,43.0,6.5,194.6,Potato,Yes,None,None,None,2.31,699.7,5.2,Potassium
112,80,84,22.3,59.7,7.31,189.6,Paddy,No,None,None,None,1.78,184.5,4.8,Nitrogen
53,18,27,16.9,72.1,6.7,304.6,Maize,Yes,None,None,None,2.79,790.1,8.3,Potassium
31,45,60,39.8,81.2,6.28,151.8,Alfalfa,Yes,None,None,None,1.74,160.6,5.6,Nitrogen
111,22,33,26.3,45.6,5.88,173.8,Maize,Yes,None,None,None,1.05,149.6,8.7,Phosphorus
75,61,75,33.1,43.8,7.05,133.4,Brinjal,No,Rust,None,None,2.78,389.3,3.6,None
22,24,12,21.1,31.6,5.59,250.8,Amaranth,No,None,None,None,1.82,531.7,6.1,Nitrogen
96,23,55,23.2,64.1,5.64,282.3,Garlic,Yes,Botrytis Blight,Black Rot,None,1.42,124.2,4.6,Potassium
66,37,29,38.7,38.6,6.11,284.3,Cauliflower,Yes,None,None,None,2.3,306.9,8.5,Phosphorus
52,70,37,36.9,47.0,7.02,288.4,Beet,Yes,None,None,None,2.96,485.9,4.4,Nitrogen
107,23,57,24.0,60.5,6.35,222.7,Cauliflower,Yes,None,Fire Blight,None,2.45,452.7,8.6,None
53,64,47,19.5,74.6,5.69,111.5,Coriander,No,None,None,None,0.82,274.6,1.4,None
120,35,54,19.9,58.8,6.86,288.1,Amaranth,Yes,None,None,None,0.92,113.2,6.5,Potassium
93,37,23,25.8,68.6,6.57,147.5,Potato,Yes,None,None,None,1.38,612.9,4.1,Nitrogen
72,31,40,19.1,84.6,6.91,333.6,Beet,No,Botrytis Blight,None,None,1.68,308.9,8.8,Nitrogen
26,40,15,23.1,81.2,5.73,397.4,Mustard,Yes,None,None,None,0.71,780.2,5.9,Phosphorus
99,31,43,16.7,78.5,6.78,74.7,Wheat,No,None,None,None,2.38,300.4,2.7,Nitrogen
69,43,35,17.0,57.2,6.34,101.6,Bitter Gourd,Yes,Black Spot,None,None,2.05,752.2,4.6,Potassium
52,44,58,21.5,45.9,6.03,394.9,Paddy,No,Anthracnose,None,None,1.28,756.7,9.6,Phosphorus
23,56,35,20.2,77.8,6.24,323.1,Wheat,Yes,None,None,None,3.22,593.7,3.6,None
72,63,20,37.8,56.4,6.78,295.0,Bitter Gourd,Yes,Powdery Mildew,Soft Rot,None,3.4,425.7,9.1,Nitrogen
107,42,73,18.8,61.9,6.95,347.5,Bajra,Yes,Botrytis Blight,Soft Rot,None,0.98,204.8,9.7,None
77,22,83,20.3,72.5,6.38,165.0,Brinjal,Yes,None,None,None,0.6,187.4,1.1,None
99,42,20,23.8,66.6,7.37,226.0,Mustard,No,None,None,None,2.32,701.4,1.7,Potassium
109,41,11,28.1,32.9,5.63,68.7,Amaranth,No,None,Blackleg,None,1.35,175.5,1.5,Potassium
88,21,63,37.9,89.5,5.98,291.5,Ragi,Yes,None,None,None,3.3,668.5,5.9,Phosphorus
47,49,46,26.3,75.1,5.8,377.1,Soybean,Yes,None,None,None,3.23,270.6,7.7,Potassium
24,75,46,18.3,39.6,6.42,334.0,Coriander,No,None,None,None,1.89,179.5,3.0,Potassium
39,35,15,33.4,84.2,5.89,338.1,Cotton,Yes,Rhizoctonia Rots,Canker,None,1.62,488.7,4.9,Phosphorus
41,64,52,36.4,79.3,6.42,371.0,Turmeric,Yes,None,Bacterial Blight,None,0.89,640.2,3.7,None
44,14,40,30.9,57.7,7.18,62.3,Mustard,No,None,Bacterial Blight,None,2.15,574.7,9.9,Nitrogen
98,79,66,30.3,45.0,5.58,134.2,Sugarcane,Yes,None,None,None,0.7,285.5,5.8,Potassium
120,13,62,16.2,80.1,6.77,186.2,Soybean,No,None,Aerial Stem Rot,Potato Virus,2.98,268.4,4.6,None
90,23,76,22.2,53.3,7.32,211.4,Garlic,Yes,None,None,None,2.53,507.1,6.9,Nitrogen
47,79,55,15.9,89.3,6.93,94.2,Bajra,Yes,None,None,None,2.82,450.3,8.6,Potassium
107,53,82,24.9,83.4,6.37,175.6,Jowar,Yes,None,None,None,1.34,655.5,1.9,Phosphorus
89,14,90,33.9,75.5,6.85,223.7,Alfalfa,Yes,Sclerotium Rots,None,None,1.22,233.2,7.5,Phosphorus
40,19,37,32.8,76.1,6.36,270.1,Onion,Yes,Powdery Mildew,None,None,0.72,269.1,9.7,None
78,68,33,24.5,43.6,6.41,223.7,Chilly,No,None,None,None,1.23,757.5,1.3,None
70,68,37,38.5,68.0,6.52,100.2,Onion,Yes,None,Bacterial Blight,None,0.74,679.5,9.6,Potassium
76,67,85,20.0,65.8,7.29,52.1,Sugarcane,Yes,Sclerotinia Rots,Soft Rot,None,1.95,702.5,5.6,Potassium
64,63,36,34.7,72.9,7.48,288.1,Garlic,Yes,None,None,None,1.45,534.9,3.4,Phosphorus
71,37,42,30.5,79.9,6.78,228.2,Fennel,No,Fusarium Rots,None,None,2.95,601.5,8.3,Phosphorus
27,39,46,26.7,81.2,5.7,73.0,Barley,Yes,None,None,None,2.38,223.7,3.8,Potassium
31,49,21,25.8,45.9,7.07,149.8,Soybean,No,None,Leaf Spot Wilt,None,1.66,478.1,6.6,Potassium
110,79,69,33.0,59.5,5.79,156.2,Garlic,No,None,None,None,3.43,557.7,9.3,Nitrogen
92,60,23,37.8,51.6,6.93,290.6,Peas,Yes,Powdery Mildew,None,None,0.75,341.7,1.3,Phosphorus
71,52,11,37.8,72.7,6.04,378.5,Mustard,Yes,None,Stewart's Wilt,None,3.15,519.0,2.7,Nitrogen
22,38,36,25.8,33.6,5.98,366.5,Cotton,No,None,None,None,1.06,591.4,5.4,None
57,55,17,15.4,36.8,7.43,191.9,Coriander,No,None,None,None,1.93,150.0,3.7,None
116,72,83,31.2,31.8,6.39,257.5,Amaranth,No,None,None,Brome Mosaic Virus,1.43,353.1,9.7,Nitrogen
57,22,10,15.9,71.7,5.97,61.3,Soybean,No,None,Soft Rot,None,3.36,674.1,2.9,Nitrogen
46,71,69,16.4,68.7,5.97,121.8,Barley,Yes,None,None,None,1.54,726.9,4.2,None
96,42,33,26.3,84.4,7.08,335.2,Barley,No,None,Stewart's Wilt,None,0.69,528.0,9.9,Nitrogen
23,58,56,24.3,64.2,6.16,398.2,Coriander,No,None,Stewart's Wilt,None,0.74,372.1,5.4,Phosphorus
36,32,63,22.2,78.6,7.44,303.7,Maize,Yes,Anthracnose,None,None,3.28,651.1,2.8,None
41,65,50,21.1,83.2,6.91,260.7,Turmeric,No,None,None,None,1.32,538.7,9.3,None
101,40,54,29.4,38.3,6.14,306.4,Cumin,No,None,Leaf Spot Wilt,None,3.24,208.8,4.6,Potassium
28,66,77,35.9,55.2,5.93,225.2,Turmeric,No,None,None,None,0.65,199.2,8.6,Potassium
95,41,53,35.5,41.7,6.21,145.3,Sugarcane,Yes,Anthracnose,None,None,3.39,293.6,8.3,Nitrogen
44,47,39,38.0,53.2,6.13,279.1,Onion,Yes,None,Stewart's Wilt,None,2.39,256.4,1.0,Potassium
87,64,77,35.4,32.7,7.09,100.6,Ragi,Yes,Fusarium Rots,None,None,1.86,382.3,7.9,None
46,21,14,25.1,74.6,5.74,102.9,Sunflower,Yes,None,Blackleg,None,1.35,244.6,7.6,None
31,10,74,29.6,30.4,7.08,213.1,Cabbage,No,Rhizoctonia Rots,None,None,3.29,630.4,4.1,None
65,34,44,31.3,73.3,5.79,60.5,Ragi,No,None,None,None,2.3,579.2,2.8,Phosphorus
45,10,84,37.3,53.4,6.31,279.5,Soybean,Yes,None,Black Rot,None,3.19,588.0,5.6,Potassium
66,46,10,22.0,52.2,7.42,262.9,Cauliflower,Yes,Downy Mildew,None,None,2.48,693.8,8.5,Potassium
114,55,62,20.2,67.4,7.08,377.9,Soybean,Yes,None,Bacterial Canker,None,0.86,797.9,8.0,Phosphorus
37,13,42,29.3,78.5,6.01,104.5,Okra,No,None,None,None,2.2,567.8,4.7,Phosphorus
98,66,64,21.7,47.6,6.06,276.0,Guar,Yes,None,None,None,2.02,107.6,9.1,Phosphorus
70,46,88,28.2,39.6,6.98,118.6,Cotton,No,None,None,None,1.32,130.1,1.3,None
46,73,25,31.8,51.1,5.8,166.3,Cotton,No,None,None,None,1.02,397.2,2.7,None
75,71,33,21.6,49.7,6.36,338.7,Ragi,Yes,None,None,None,0.8,662.6,7.4,Nitrogen
42,52,58,28.1,41.2,6.91,66.3,Bitter Gourd,No,None,Soft Rot,None,1.84,539.2,5.3,None
39,67,78,15.5,90.0,6.73,310.8,Bajra,No,None,None,None,1.21,327.4,5.7,Potassium
49,46,43,15.3,85.9,7.27,64.8,Cumin,No,Downy Mildew,None,Cauliflower Mosaic Virus,3.1,585.4,5.7,Potassium
68,14,16,37.6,71.9,6.27,286.3,Soybean,Yes,Rhizoctonia Rots,None,Cucumber Mosaic Virus,1.91,650.5,8.9,Phosphorus
93,43,29,29.3,52.9,6.75,382.0,Amaranth,Yes,Botrytis Blight,Scab,None,0.66,191.0,4.9,Nitrogen
21,20,35,30.9,82.1,6.11,379.6,Onion,Yes,None,None,None,0.66,601.9,6.0,Phosphorus
61,63,78,34.1,64.2,6.28,138.5,Onion,Yes,None,None,None,3.23,671.0,8.5,Potassium
77,70,30,29.5,78.0,6.9,243.0,Bitter Gourd,Yes,None,None,None,3.23,357.0,6.9,Nitrogen
100,67,11,37.7,45.8,5.74,258.8,Paddy,Yes,None,None,None,0.74,609.6,4.3,Potassium
31,36,21,17.0,35.5,6.91,276.8,Cotton,No,None,None,None,1.36,232.2,10.0,Potassium
93,25,67,20.2,42.9,6.97,198.0,Coriander,No,Rust,None,None,0.77,247.8,4.3,Phosphorus
58,60,65,35.8,84.9,7.28,163.4,Paddy,No,Botrytis Blight,None,None,2.2,672.8,5.7,Nitrogen
77,57,25,37.7,81.4,6.78,389.0,Onion,No,None,None,African Cassava Mosaic Virus,1.79,285.6,1.4,Potassium
56,58,35,37.9,30.8,6.69,107.0,Jowar,Yes,Fusarium Rots,None,None,3.42,796.0,1.6,Phosphorus
76,61,70,30.1,68.7,6.87,114.8,Barley,Yes,None,None,None,3.06,483.3,9.8,Phosphorus
29,28,65,15.8,44.7,6.22,328.6,Oat,No,Downy Mildew,None,None,3.49,354.5,1.7,Phosphorus
45,41,34,16.3,74.1,6.94,191.0,Fennel,Yes,Powdery Mildew,Bacterial Blight,None,0.86,618.9,5.7,Potassium
50,80,16,34.0,52.9,6.17,190.1,Brinjal,Yes,None,None,None,1.56,159.6,8.9,Nitrogen
87,40,61,16.7,73.9,7.36,236.3,Bajra,Yes,Rhizoctonia Rots,Rot,None,1.7,794.4,8.4,None
49,61,83,35.8,53.3,7.41,246.3,Guar,No,None,Canker,None,3.23,251.8,8.8,Nitrogen
53,70,65,36.9,57.5,7.09,126.8,Coriander,Yes,None,None,None,0.68,259.1,1.4,Nitrogen
64,40,89,34.6,51.9,5.78,150.0,Bitter Gourd,No,Anthracnose,Soft Rot,None,1.57,758.1,9.0,Nitrogen
79,75,15,29.3,41.1,7.33,86.2,Bajra,Yes,None,None,None,3.23,166.7,2.2,Nitrogen
59,40,32,36.5,67.6,7.11,153.5,Cotton,No,Leaf Spot,None,Tomato Spotted Wilt Virus,2.15,771.5,2.8,Phosphorus
59,72,13,25.3,59.6,5.74,349.0,Linseed,No,None,None,None,1.86,641.7,9.5,Phosphorus
90,58,55,22.5,72.6,5.83,217.2,Turmeric,No,None,Blackleg,None,3.12,757.5,2.2,None
70,62,66,20.1,84.6,6.24,262.6,Cotton,No,None,None,None,1.74,320.5,5.2,None
67,29,56,34.0,79.4,5.72,356.2,Mustard,No,None,None,None,3.21,421.6,9.2,Phosphorus
72,77,51,35.7,63.7,6.41,169.8,Mustard,No,None,Scab,None,2.26,332.9,9.9,None
34,29,30,18.6,30.3,7.5,189.7,Wheat,Yes,None,None,None,0.89,198.1,3.8,None
113,31,61,28.4,75.4,6.26,134.5,Potato,No,None,None,None,2.12,494.3,4.7,Nitrogen
25,10,58,31.0,57.2,7.38,286.7,Onion,Yes,None,None,None,1.47,418.9,8.3,Nitrogen
96,53,55,19.3,53.6,6.3,219.9,Paddy,No,None,None,None,2.33,301.9,5.0,Nitrogen
30,35,42,27.9,52.6,6.15,152.7,Oat,Yes,None,Leaf Spot Wilt,Tobacco Mosaic Virus,2.8,103.7,8.7,Nitrogen
82,80,39,30.6,35.2,7.44,232.1,Cumin,Yes,Black Spot,None,Yellowing,0.96,704.8,4.6,None
48,43,30,27.2,49.2,5.75,57.7,Wheat,No,None,None,None,0.52,654.7,6.1,Potassium
60,67,38,31.0,69.0,6.18,375.0,Wheat,Yes,Sclerotinia Rots,None,None,3.26,365.2,5.7,Phosphorus
103,70,58,16.8,36.2,5.63,361.6,Bajra,Yes,None,None,None,2.84,335.1,9.1,Nitrogen
38,66,79,22.9,33.8,5.77,63.1,Castor,Yes,None,Rot,None,0.77,724.8,5.0,Potassium
102,51,51,15.2,35.0,5.57,116.4,Fennel,No,None,None,Tomato Spotted Wilt Virus,2.04,182.5,6.0,Potassium
71,60,20,28.9,31.1,6.89,205.0,Chilly,Yes,Rhizoctonia Rots,None,None,1.57,712.1,7.4,Nitrogen
103,72,29,19.0,43.5,6.21,277.8,Maize,No,None,None,None,0.91,344.5,5.3,None
84,71,79,31.5,88.4,5.52,225.9,Sugarcane,Yes,None,None,None,0.58,453.8,8.0,Nitrogen
32,25,15,19.0,62.2,5.95,277.1,Jowar,No,None,None,None,1.3,433.6,3.0,Nitrogen
45,46,22,34.3,69.3,5.71,251.4,Maize,Yes,None,None,Tomato Yellow Leaf Curl Virus,3.48,315.5,5.3,Potassium
48,10,72,38.8,85.2,5.67,368.9,Alfalfa,No,None,None,None,0.87,104.1,3.9,Nitrogen
63,21,68,36.5,78.3,6.82,132.6,Maize,No,None,None,None,1.62,374.8,8.1,Nitrogen
92,67,49,24.0,63.7,6.89,135.4,Brinjal,Yes,Blight,None,None,0.97,262.6,2.3,Nitrogen
106,79,53,36.3,65.5,5.86,335.2,Garlic,Yes,None,None,None,0.79,469.7,4.6,Phosphorus
57,34,85,28.3,45.7,6.45,397.0,Soybean,Yes,None,None,None,1.66,457.1,7.1,Phosphorus
34,12,85,35.8,51.5,6.34,152.4,Guar,No,None,Rot,None,2.57,568.2,8.9,None
36,23,81,28.9,31.7,5.85,338.1,Tomato,Yes,None,None,None,1.04,277.3,5.8,Nitrogen
119,50,77,19.8,59.1,5.98,232.8,Linseed,Yes,None,None,None,2.79,424.0,9.9,Potassium
89,42,88,30.8,72.8,5.51,259.5,Barley,Yes,None,None,None,3.4,773.8,1.1,Potassium
84,20,79,17.6,41.0,7.17,378.3,Maize,No,Sclerotium Rots,None,None,2.18,222.4,8.4,None
49,62,55,36.2,74.6,6.12,223.7,Amaranth,Yes,None,Bacterial Canker,None,2.61,186.2,9.3,Nitrogen
74,16,33,21.5,86.4,6.06,241.2,Bajra,Yes,None,None,Tomato Yellow Leaf Curl Virus,2.76,414.2,7.6,Potassium
23,42,33,21.3,38.8,5.53,178.7,Sugarcane,No,None,Canker,None,2.03,131.7,4.3,None
44,52,52,28.3,71.8,6.12,130.8,Castor,Yes,Blight,None,Stunt,0.73,173.3,7.1,None
90,72,11,22.8,81.7,6.9,254.1,Soybean,Yes,None,None,Potato Virus Y,1.34,301.3,1.3,Nitrogen
115,14,20,39.3,53.5,6.89,151.6,Sunflower,Yes,Sclerotium Rots,Rot,None,2.3,173.4,3.4,Nitrogen
50,70,65,18.4,60.6,5.8,379.7,Soybean,No,None,Bacterial Crown Gall,None,3.41,461.6,4.1,Nitrogen
40,74,59,26.3,70.8,7.09,174.8,Barley,No,None,None,None,2.64,317.3,8.3,Potassium
81,28,67,23.2,77.0,6.46,187.0,Oat,Yes,None,Black Rot,None,1.51,141.2,4.7,Phosphorus
112,36,81,18.3,30.1,6.57,53.2,Mustard,No,None,None,None,0.62,573.4,8.2,Potassium
47,15,47,30.2,53.8,7.47,317.2,Cabbage,Yes,None,Bacterial Canker,None,1.53,671.0,3.1,Potassium
49,32,12,25.1,65.3,5.71,152.9,Mustard,No,None,None,Leaf Curl,3.45,610.8,5.7,None
96,65,44,30.7,42.6,7.22,85.8,Cotton,Yes,None,None,None,0.85,745.7,3.7,Nitrogen
90,33,86,34.4,53.7,6.24,215.7,Maize,No,None,Tuber Soft Rot,None,0.6,478.1,7.0,Nitrogen
68,10,70,25.7,68.5,5.87,165.8,Potato,Yes,Anthracnose,None,None,1.77,384.6,4.6,Phosphorus
99,39,16,28.2,45.5,6.02,200.0,Jowar,Yes,Rhizoctonia Rots,None,Yellowing,3.45,236.5,2.9,None
107,47,67,31.6,33.2,6.41,257.4,Soybean,Yes,None,None,None,2.49,649.5,4.2,Phosphorus
119,65,54,29.1,48.3,6.42,99.6,Linseed,No,None,Fire Blight,Stunt,1.34,736.7,4.6,None
43,29,28,33.5,46.8,6.14,369.5,Garlic,No,Rust,None,None,1.58,654.6,3.6,Potassium
31,25,60,30.9,45.0,5.6,328.7,Barley,No,Powdery Mildew,None,None,2.25,768.8,6.2,Potassium
75,22,41,17.9,89.5,6.18,245.6,Garlic,Yes,None,None,None,1.79,251.2,5.3,Potassium
58,44,71,18.0,30.8,6.64,109.5,Alfalfa,No,None,None,None,3.14,369.0,7.7,None
108,28,58,17.3,60.9,7.13,283.4,Coriander,No,Blight,None,None,1.68,158.4,1.6,Potassium
76,68,39,38.2,67.1,6.74,258.8,Onion,No,Downy Mildew,None,None,2.86,786.0,7.6,Phosphorus
94,68,36,21.9,68.3,5.97,208.1,Bajra,No,None,None,African Cassava Mosaic Virus,1.11,409.3,4.8,Potassium
50,40,13,16.8,69.8,6.97,279.8,Cumin,Yes,None,None,None,2.2,463.4,1.3,Phosphorus
112,58,84,21.9,59.8,7.12,189.6,Jowar,Yes,None,None,Potato Virus,1.72,340.7,6.8,Nitrogen
33,72,13,24.9,42.5,7.26,330.8,Cotton,No,None,Soft Rot,None,2.06,248.4,7.1,Potassium
116,43,63,20.2,56.5,6.96,56.3,Turmeric,No,None,None,None,2.88,366.0,6.5,None
88,79,78,32.2,67.3,7.1,182.7,Sugarcane,No,None,None,None,1.85,446.1,2.5,Nitrogen
74,37,11,24.6,56.2,5.91,192.0,Cabbage,No,None,None,None,0.94,423.2,2.2,None
76,25,66,16.4,79.5,5.61,155.2,Onion,Yes,None,None,None,2.63,667.7,4.1,Potassium
115,48,61,22.7,86.9,6.45,328.8,Sugarcane,No,Sclerotium Rots,Bacterial Blight,Cauliflower Mosaic Virus,0.77,131.0,5.2,None
82,41,13,18.7,70.2,5.59,280.5,Mustard,Yes,None,None,None,1.78,163.0,5.7,Phosphorus
84,78,29,28.3,63.6,5.66,147.8,Tomato,No,None,None,Stunt,2.93,620.8,5.6,Potassium
109,64,44,17.7,73.1,6.44,275.6,Garlic,No,Anthracnose,None,None,1.35,640.5,2.4,Phosphorus
60,50,86,36.8,78.6,7.01,247.1,Coriander,No,None,Tuber Soft Rot,None,1.36,107.7,8.3,Nitrogen
74,78,36,17.9,40.5,5.56,134.3,Beet,No,Rust,Wilt,None,2.72,284.2,6.7,None
21,52,63,37.8,70.8,7.37,158.5,Coriander,Yes,None,None,None,3.33,692.3,9.8,Nitrogen
24,57,81,25.1,32.3,7.16,397.2,Maize,Yes,None,Soft Rot,None,3.23,250.7,2.5,Nitrogen
113,13,45,23.1,30.2,6.94,113.0,Bajra,No,None,None,Yellowing,3.0,623.9,9.0,Nitrogen
21,46,90,20.0,71.2,6.86,258.9,Brinjal,No,None,None,None,3.4,672.2,4.5,Nitrogen
67,37,45,18.7,83.1,5.92,186.6,Linseed,Yes,Powdery Mildew,None,None,1.15,105.0,9.6,Potassium
28,61,19,32.7,67.0,7.41,340.8,Chilly,Yes,None,Blackleg,None,1.94,232.0,5.1,Phosphorus
68,52,83,29.0,62.6,6.05,363.0,Cumin,No,Rhizoctonia Rots,None,None,2.13,458.4,5.7,Phosphorus
48,55,34,25.3,43.6,6.79,306.8,Okra,Yes,None,None,None,1.42,291.8,1.6,Nitrogen
39,71,73,39.6,61.4,7.09,124.5,Paddy,No,Sclerotinia Rots,None,Leaf Curl,3.11,702.3,8.3,Potassium
93,65,39,15.1,64.0,6.08,303.0,Tomato,Yes,None,Bacterial Blight,None,2.36,244.7,5.2,Potassium
87,64,77,23.2,31.5,6.74,261.8,Fennel,Yes,Fusarium Rots,None,Potato Virus,1.41,105.6,1.4,None
32,43,44,17.0,63.6,6.54,232.1,Turmeric,Yes,None,None,Tomato Yellow Leaf Curl Virus,2.64,229.4,8.9,Phosphorus
40,16,31,35.3,49.4,5.72,77.5,Potato,No,None,None,None,3.24,755.8,7.8,Phosphorus
62,71,40,37.8,39.8,6.06,249.1,Maize,No,None,None,None,2.85,733.8,2.9,Potassium
43,71,86,38.7,41.7,7.02,228.7,Chilly,Yes,Powdery Mildew,None,None,2.54,590.8,8.6,Nitrogen
64,75,16,31.4,88.6,6.43,286.9,Cabbage,Yes,None,None,None,3.38,578.8,3.2,None
104,28,59,37.7,85.1,6.65,207.6,Mustard,Yes,None,None,None,2.0,308.2,5.1,None
56,46,47,37.4,47.9,5.55,188.8,Potato,No,None,None,None,2.78,611.2,1.7,None
37,54,76,25.7,44.6,6.03,81.0,Bajra,No,None,Bacterial Crown Gall,None,1.4,313.9,1.1,Nitrogen
